336.24,1084.4,1
500,1500,1
328.35,1170.5,1
500,1500,1
439.53,1010.5,1
500,1500,1
298.04,1034.3,1
319.47,1559.9,1
366.03,883.28,1
323.65,857.5,1
366.58,1029.2,1
396.2,1042.9,1
374.5,979.24,1
421.76,877.19,1
890.55,1894.9,1
293.25,1124.4,1
500,1500,1
500,1500,1
500,1500,1
304.76,498.67,1
319.53,2354.8,1
291.65,1282.9,1
236.72,766.16,1
500,1500,1
500,1500,1
500,1500,1
316.22,836.68,1
339.11,1000.8,1
319.66,1073.7,1
262.21,1198.4,1
500,1500,1
426.93,1165.3,1
287.82,2026,1
291.53,573.33,1
347.88,710.39,1
349.79,950.77,1
500,1500,1
365.1,972.46,1
288.14,1176.3,1
500,1500,1
338.74,887.84,1
717.71,1983.3,1
340.95,911.23,1
385.76,968.21,1
395.15,1105.8,1
315.76,1160.9,1
319.29,896.43,1
370.62,1141.3,1
500,1500,1
322.16,2282.8,1
570.46,1240,1
333.38,1136,1
431.2,1073.8,1
500,1500,1
335.44,687.42,1
447.23,1015.2,1
311.75,1072.1,1
570.36,1173.5,1
363.22,794.98,1
307.34,1367.6,1
343.68,1211.5,1
425.28,799.57,1
315.21,725.86,1
359.14,1089.1,1
299.33,706.2,1
330.64,1041,1
500,1500,1
500.15,1520.9,1
500,1500,1
368.3,1079.4,1
297.6,1282.2,1
926.34,1502.2,1
338.5,1160.1,1
443.85,1431.8,1
444.79,1315.8,1
262.4,1207.2,1
277.54,1670.7,1
322.42,1132.6,1
387.61,989.04,1
453.78,821.53,1
379.86,976.42,1
263.98,759.52,1
500,1500,1
307,908.19,1
407.35,851.83,1
294.69,850.93,1
326.51,955.99,1
500,1500,1
335.09,1181.1,1
337.62,1176,1
377.67,843.54,1
396.4,922.57,1
331.52,890.92,1
393.89,1160.6,1
537.19,1087.9,1
399.52,1416.7,1
374.75,902.8,1
397.12,1156.4,1
328.01,969.3,1
500,1500,1
387.92,1040.8,1
585.4,1222.6,1
325.03,1280.3,1
294.69,850.93,1
329.4,981.48,1
500,1500,1
454.32,987.63,1
309.67,946.34,1
247.17,1744.6,1
834,2459.9,1
360.27,1100.3,1
500,1500,1
398.05,1085.9,1
344.83,1120.4,1
455.29,938.3,1
331.48,898.22,1
366.27,1196.5,1
500,1500,1
338.5,1160.1,1
806.98,2726,1
500,1500,1
321.94,771,1
363.73,1095.3,1
398.64,893.65,1
447.37,1459,1
414.61,974.8,1
497.36,935.55,1
317.89,1128,1
789.57,2494.3,1
286.46,890.5,1
500,1500,1
368.16,2333.9,1
728.72,1223.2,1
285.9,988.93,1
374.52,1109.7,1
375.85,908.01,1
322.16,2282.8,1
358.41,1664.2,1
379.69,1045.6,1
211.42,572.78,1
298.16,2193,1
414.59,903.35,1
342.85,1090.8,1
410.1,1054.4,1
300.5,758.36,1
331.51,961.05,1
389.66,1122.3,1
433.8,1674,1
500,1500,1
829.91,2534.8,1
500,1500,1
332.48,622.33,1
336.24,1084.4,1
500,1500,1
374.63,1501.6,1
692.12,1522.7,1
322.48,1352.2,1
442.13,974.62,1
387.1,1121.3,1
248.35,890.08,1
268.86,1247.4,1
338.6,1117.1,1
500,1500,1
436.84,859.81,1
320.85,851.44,1
372.31,1123.6,1
500,1500,1
357.16,1212.5,1
500,1500,1
328.48,1777.1,1
370.22,855.74,1
500,1500,1
500,1500,1
352.32,841.09,1
314.17,1131.4,1
333.6,932.92,1
335.46,1017.9,1
334.58,1231.3,1
339.61,1080,1
500,1500,1
272.13,876.24,1
375.19,937.01,1
356.41,908.41,1
387.43,1135.7,1
421.44,1139.4,1
304.79,1162.3,1
313.47,1345.7,1
223.36,678.14,1
453.84,1428.3,1
373.25,1224.8,1
232.9,1225.1,1
368.44,986.11,1
381.09,858.68,1
500,1500,1
311.94,917.35,1
497.36,935.55,1
335.81,867.89,1
185.07,933.55,1
336.52,1027.9,1
360.11,1187.8,1
488.03,776.66,1
353.36,865.19,1
339.1,901.75,1
388.31,1100.2,1
500,1500,1
393.55,818.61,1
379.1,1028.1,1
342.6,1016.3,1
353.83,757.9,1
290.3,1115.3,1
325.24,1886.2,1
358.45,978,1
401.49,1150.1,1
283.62,1095.1,1
344.29,1158.3,1
500,1500,1
847.23,2648.2,1
398.9,1530.7,1
378.62,1191.4,1
339.97,876.07,1
316.24,951.2,1
921.18,2308,1
363.93,1083.9,1
210.55,745.53,1
1200.7,2355.3,1
323.65,857.5,1
325.92,950.69,1
329.76,978.9,1
644.64,1972.5,1
420.98,1036.8,1
500,1500,1
500,1500,1
319.66,739.62,1
600.85,1727.3,1
365.14,794.12,1
500,1500,1
640.58,1214,1
304.44,936.31,1
500,1500,1
380.15,2270.4,1
500,1500,1
340.36,1056.6,1
337.31,1002.9,1
368.56,840.26,1
400.85,1355.9,1
325.5,1013.6,1
485.85,1559.3,1
382.46,1077.7,1
348.24,1009.1,1
305.52,1281.7,1
226.24,554.51,1
232.9,892.07,1
479.55,1105,1
349.82,1931.7,2
291.33,2140.8,2
404.93,1943.6,2
338.21,2133.6,2
392.25,1791.2,2
366.48,1991.7,2
281.37,2287.4,2
497.21,1715.5,2
305.28,1959.7,2
312.78,2008,2
336.46,2291,2
308.43,1942.3,2
323.31,2026.3,2
408.15,1627.3,2
371.74,1752.2,2
556.88,1742.3,2
366.56,1926.5,2
416.52,1945.8,2
414.22,2189.8,2
383.49,2064.6,2
386.72,2111.2,2
375.22,2121.2,2
438.27,1986.5,2
435.8,1834.2,2
348.73,2104.4,2
443.77,1838.8,2
408.23,1904.9,2
382.72,2029.9,2
500,1500,2
416.55,2156.4,2
305.7,1785.9,2
399.81,2113.3,2
697.33,1815.2,2
377.88,1951.8,2
500,1500,2
355.59,1928.6,2
340.94,2062.7,2
382.8,1990,2
403.16,1594.9,2
405.53,2076.9,2
377.52,1681,2
456.18,1874.3,2
329.81,1996.4,2
905.43,2068.8,2
861.4,1781.3,2
339.24,2025.8,2
255.83,2138.6,2
402.13,1753.6,2
324.99,2166.9,2
378.96,1964.5,2
405.56,1904.5,2
551.86,1555.3,2
441.9,1846.4,2
417.31,1959.6,2
482.99,1876.9,2
410.83,1984.1,2
444.06,2078.4,2
336.88,2045.8,2
398.67,1879.7,2
494.22,1598.9,2
331.44,2106.7,2
589.81,1632.4,2
358.78,1807.5,2
366.6,2124.5,2
286.01,2272.8,2
401.73,1976.6,2
454.21,1854.6,2
436.17,1616.4,2
310.6,2251.8,2
428.3,2117.7,2
374.45,2136.4,2
393.69,2112.5,2
238.64,1934.6,2
384.67,1765.9,2
426.14,1979,2
355.32,2022.2,2
299.17,1983.1,2
397.17,1864.4,2
618.7,1950,2
405.07,1898.8,2
882.68,2080.6,2
375.02,1975.1,2
359.05,1813.3,2
500,1500,2
511.71,1878.8,2
261.78,1965.1,2
351.39,2019.7,2
436.67,1896.4,2
336.45,2052,2
373.13,1891.7,2
300.12,2176,2
586.31,1933.4,2
488.23,1837.8,2
351.17,2060.3,2
500,1500,2
375.92,2064.1,2
619.02,1424.2,2
383.73,2068.6,2
268.16,2070.8,2
384.96,1962.5,2
412.93,1748.7,2
443.43,1990.1,2
403.74,2162.9,2
500,1500,2
337.81,2113.9,2
398.01,2075.8,2
596.64,2163.2,2
457.41,1928.5,2
357.15,2023.2,2
332.87,1969.1,2
393.72,2095.7,2
387.83,1583.6,2
509.61,1825.6,2
329.13,2107.8,2
400.66,1947.5,2
422.43,1366.4,2
348.19,1742.1,2
550.48,1728,2
447.22,1916.7,2
500,1500,2
337.73,2139.9,2
395.67,2088.3,2
292.36,2103.2,2
500,1500,2
380.29,1777.9,2
530.21,1817.3,2
360.96,2135.6,2
500,1500,2
380.73,1784.8,2
308.06,2360.1,2
398.63,1858.7,2
329.02,2039.8,2
371.25,2061.4,2
550.46,1817.3,2
385.15,1936.1,2
271.19,1955,2
372.59,2096.5,2
257.98,1737.2,2
414.58,2017,2
419.97,2091.9,2
436.37,2076.2,2
382.36,1936.4,2
373.5,1991.2,2
412.1,1920.6,2
417.66,2286.9,2
345.94,2162.2,2
432.76,1714.3,2
312.79,2193.2,2
397.7,1443.8,2
469.99,1609.5,2
500,1500,2
374.26,2053,2
367.45,2012.2,2
389.34,2120.6,2
331.58,2109.3,2
309.09,2107.3,2
335.96,1917.2,2
385.9,1780.1,2
395.73,2120.5,2
345.09,2098.7,2
334.45,2097.2,2
330.01,1727.5,2
423.21,1913.2,2
340.74,2084.2,2
262.25,1667.5,2
500,1500,2
619.88,1974.5,2
418.82,2045.5,2
379.78,2015.3,2
372.87,2012.3,2
386.38,1992.9,2
458.63,2031.1,2
500,1500,2
297.78,1167.5,2
384.95,2295.3,2
365.17,2063.8,2
333.94,2027.6,2
375.58,1606.9,2
480.35,1833,2
344.02,1872.4,2
336.76,2017.6,2
500,1500,2
305.17,2323.3,2
357.62,1941.4,2
331.98,2140.3,2
500,1500,2
511.01,1926,2
401.69,1954.7,2
500,1500,2
544.46,1650.6,2
507.46,1936.2,2
500,1500,2
280.62,1883.7,2
500,1500,2
500,1500,2
386.01,2008.1,2
292.41,2015.4,2
316.19,1977.4,2
355.85,1993,2
453.33,1591.9,2
324.64,2218.9,2
465.26,1800.1,2
375.64,1852.3,2
293.44,2161.2,2
500,1500,2
689.34,1833.3,2
500,1500,2
311.28,1854.8,2
394.18,2027.5,2
258.5,2160.7,2
343.14,1922.2,2
435.35,1917.7,2
312.24,2042.8,2
465.01,2209.9,2
191.87,2032.3,2
423.16,1921.9,2
408.85,1954.3,2
394.86,1667.7,2
500,1500,2
324.97,2060.8,2
500,1500,2
532.8,1791.4,2
500,1500,2
361.81,1874.4,2
365.91,2059.3,2
244.06,2220.9,2
347.45,2087.1,2
470.48,1321.4,2
1426.8,1889,2
292.04,2265.8,2
365.7,2049.4,2
292.78,2240.2,2
360.88,2018.4,2
366.36,1949.3,2
442.1,2039.3,2
412.42,1849.9,2
337.34,2187.8,2
287.86,2135.7,2
362.43,1953.4,2
335.03,2003.8,2
383.49,2064.6,2
536.48,1923.6,2
905.43,2068.8,2
379.87,1995.2,2
412.81,1957.4,2
352.01,1900.6,2
394.04,1605.5,2
407.62,2025,2
370.16,2101.1,2
637.59,2010.8,2
506.58,1978.9,2
500,1500,2
423.22,1679.7,2
325.94,2231.3,2
351.63,2018.7,2
368.22,2134,2
349.6,2148,2
320.37,1892.4,2
557.18,1756.6,2
409.1,1644.9,2
356.95,1755.6,2
433.01,2041.5,2
423.23,2196.6,2
500,1500,2
409.85,2016.8,2
329.81,1996.4,2
500,1500,2
500,1500,2
500,1500,2
449.6,1989.6,2
419.87,2023.5,2
335.16,2107.6,2
500,1500,2
423.66,2094.9,2
373.47,1557.7,2
354.81,1943.9,2
858.25,1961,2
399.49,1921.5,2
500,1500,2
442.83,2055.1,2
500,1500,2
354.25,1851,2
323.41,2029.1,2
214.69,1839.7,2
420.87,1979.7,2
500,1500,2
414.42,1764.4,2
312.24,2042.8,2
411.94,2056.2,2
438.79,2483.8,2
385.49,2184.7,2
500,1500,2
752.01,2132.8,2
325.38,2111,2
462.45,1973.7,2
333.47,1632.2,2
384.88,2013.9,2
458.63,2031.1,2
472.05,2020.7,2
405.53,2076.9,2
500,1500,2
406.56,2032.6,2
500,1500,2
236.74,1802.9,2
332.95,2025.4,2
314.46,2188.6,2
418.65,1930.7,2
385.14,2073.7,2
393.51,1774.1,2
382.84,2050.6,2
344.84,2105.8,2
410.33,1929.2,2
500,1500,2
307.92,2006.6,2
362.96,2053.9,2
444.29,1896.5,2
438.91,1955.7,2
500,1500,2
512.89,1857.7,2
500,1500,2
309.31,2191.7,2
434.11,1804.1,2
346.08,2136.3,2
360.37,2066.9,2
500,1500,2
385.14,2055.8,2
217.88,1902,2
376.95,2007.9,2
352.83,1980.1,2
342.56,2148.2,2
325.69,2067.2,2
482.15,1871.4,2
395.1,2016.8,2
333.87,2051.9,2
472.14,1818,2
405.51,1851.6,2
362.12,1760.8,2
342.93,2085.8,2
375.97,2057.8,2
300.48,2184.5,2
614.95,2135.3,2
421.99,1888.6,2
397.43,2019.2,2
378.44,1986.8,2
251.76,1917.8,2
384.92,2093.4,2
405.56,1904.5,2
347.5,2136.2,2
377,2051.6,2
195.51,1933.8,2
488.68,1560.5,3
433.08,676.16,3
504.14,1269.4,3
584.65,1511.2,3
654.96,1265.5,3
772.45,1204.3,3
535.84,1486.3,3
500,1500,3
690.11,1230.3,3
603.07,1387.9,3
428.14,1533,3
243.35,952.89,3
500,1500,3
583.75,1431,3
558,1300.8,3
719.45,1321.4,3
569.66,1608.3,3
721.32,1246.4,3
720.56,1340.4,3
373.39,1527.7,3
625.54,1112.8,3
534.73,1108.7,3
500,1500,3
678.5,1265.2,3
500,1500,3
707.52,1196,3
548.09,1622.9,3
688.23,1221.1,3
500,1500,3
500,1500,3
494.26,1638.7,3
500,1500,3
500,1500,3
626.73,1296.1,3
722.43,1095.1,3
639.06,1307.6,3
500,1500,3
1142.6,1354.1,3
500,1500,3
611.04,1326.2,3
657.76,1187.2,3
456.76,1715.2,3
535.64,1319.4,3
259.23,1753.2,3
770.32,1397.6,3
578.96,1323.5,3
500,1500,3
604.67,1283.9,3
483.37,1357,3
571.33,1418.8,3
417.56,1499.4,3
628.67,1715.4,3
396.89,1863,3
662.67,1427.1,3
602.55,1365.2,3
500,1500,3
555.15,1662.5,3
780.76,1674.3,3
500,1500,3
634.87,1274.1,3
500,1500,3
622.19,1497,3
673.28,1446.8,3
500,1500,3
782.01,1300,3
500,1500,3
500,1500,3
500,1500,3
518.09,1231.4,3
782.35,1335.7,3
461.88,1416.7,3
759.45,1325.7,3
500,1500,3
500,1500,3
586.9,1540.4,3
590.53,1318.8,3
610.96,1426.2,3
463.03,1805.3,3
687.55,1322.2,3
500,1500,3
552.57,1626.3,3
481.93,1399.1,3
834.98,1341.3,3
630.19,1506.4,3
716.16,1772.6,3
614.58,1420.4,3
943.59,1473.3,3
500,1500,3
435.02,1373,3
1047.2,1542.4,3
334.52,627.48,3
688.04,1169.8,3
547.32,1815,3
500,1500,3
608.41,1350.2,3
488.78,1202.9,3
615.31,1343.2,3
488.68,1107,3
647.64,1258.1,3
456.28,1896.5,3
500,1500,3
583.06,1278.6,3
495.04,617.63,3
491.87,1516.6,3
531.37,1691.4,3
365.89,1249.4,3
760.62,1327.5,3
500,1500,3
509.76,1215.5,3
719.76,1261.5,3
602.18,1404.2,3
500,1500,3
500,1500,3
500,1500,3
726.53,1298.7,3
569.91,1266.6,3
453.24,1406.8,3
556.25,1369.6,3
500,1500,3
475.59,1898.6,3
793.69,1521.4,3
755.12,1496.9,3
450.63,641.64,3
776.37,1304.4,3
516.18,1427.7,3
500,1500,3
678.73,1296,3
534.38,1231.6,3
1152.9,2434.3,3
617.95,1593.7,3
592.05,1345.7,3
639.33,1282.6,3
656.03,1392.2,3
599.23,1413.6,3
764.29,1328.6,3
903.39,1525.9,3
500,1500,3
223.48,608.03,3
584.65,1511.2,3
202.68,1048.4,3
500,1500,3
506.65,1476.6,3
608.72,1110.8,3
500,1500,3
697.37,1273.1,3
508.29,1891.2,3
259.2,1259.8,3
544.62,1632.2,3
422.38,1536.2,3
680.57,1261.8,3
771.05,1689.9,3
500,1500,3
583.63,1883.7,3
531.98,1570.7,3
500,1500,3
598.52,1686,3
711.59,1377.7,3
562.18,1434.9,3
497.52,1338.1,3
711.43,1281.9,3
414.8,1531.1,3
735.46,1392.5,3
300.63,1269.8,3
726.53,1298.7,3
500,1500,3
500,1500,3
625.99,1399.1,3
646.31,1134.1,3
767.16,1364.2,3
500,1500,3
724.42,1371.6,3
653.56,1294.2,3
634.91,1681.1,3
689.15,1300.3,3
729.43,1365.1,3
521.19,899.45,3
764.4,1195.1,3
764.29,1328.6,3
638.83,1266.6,3
517.63,1310.4,3
629.22,1240.6,3
500,1500,3
599.11,1219.7,3
500,1500,3
640.71,1427,3
617.58,1467.2,3
500,1500,3
763.78,1207.6,3
567.35,1309.9,3
588.51,1294.2,3
628.75,1416.4,3
699.75,1344.2,3
579.42,1451.3,3
633.4,1165.1,3
571.99,1026.4,3
500,1500,3
500,1500,3
500,1500,3
770.16,1211.6,3
663.71,1403.7,3
634.87,1274.1,3
628.72,1255.3,3
587.04,1075.6,3
471.81,1498.7,3
650.99,1293.2,3
687.55,1322.2,3
500,1500,3
500,1500,3
469.16,1153.2,3
500,1500,3
642.24,1260.3,3
500,1500,3
459.89,1656.7,3
495.02,1851.7,3
377.94,1716.8,3
580.94,1201.8,3
681,1316.4,3
579.42,1451.3,3
609.52,1443.3,3
513.26,1178.8,3
583.29,1430.4,3
820.36,1215.3,3
500,1500,3
483.91,1287.4,3
660.54,1529.7,3
500,1500,3
739.21,1300.2,3
295.23,1785,3
642.4,1318.2,3
427.6,1512.3,3
500,1500,3
684.24,1366.6,3
500,1500,3
753.92,1331.5,3
651.5,1353.3,3
500,1500,3
754.05,1318.8,3
421.81,1342.1,3
594.59,1430.4,3
500,1500,3
558.92,1436.8,3
222.17,1350.7,3
658.81,1213,3
866.81,1296.4,3
401.44,1205.5,3
636.87,1257,3
507.84,1759.6,3
667.18,1446.6,3
646.57,1654.1,3
679.52,1296.6,3
795.12,1393.4,3
625.67,1325.7,3
500,1500,3
667,1303,3
240.28,1288.2,3
543.29,1683.9,3
278.06,1654.7,3
1151.1,2281.3,3
1113.7,1622.3,3
516.63,1693.6,3
732.16,1303.2,3
648.03,1171.8,3
605.9,1407.9,3
1292.8,2030.3,3
516.69,1486,3
562.08,1461.3,3
733.31,1305.6,3
643.25,1652.5,3
685.86,1400.4,3
540.67,1728.6,3
506.81,1260.2,3
715.88,1319.1,3
500,1500,3
702.64,1345,3
500,1500,3
609.49,1269.8,3
539,1480.8,3
500,1500,3
659.68,1199.6,3
579.44,1410.3,3
697.31,1113,3
469.16,1153.2,3
724.82,1372.2,3
500,1500,3
559.16,1193.3,3
500,1500,3
500,1500,3
500,1500,3
500,1500,3
596.66,1656.2,3
631.3,1429.7,3
570.33,1283.9,3
707.71,1349.2,3
681,1316.4,3
453.24,1406.8,3
644.06,1306.4,3
495.97,2186.1,3
598.52,1686,3
500,1500,3
558.76,1261.4,3
774.02,1321.4,3
500,1500,3
547.27,1364,3
576.6,1422.4,3
564,1725.8,3
346.98,1321.8,3
585.41,1527.8,3
377.42,1288.1,3
684.51,1007,3
643.29,1254,3
686.95,1365.1,3
666.8,1314.2,3
753.92,1279.4,3
513.67,1638.2,3
500,1500,3
633.44,1525.5,3
456.04,1665.8,3
500,1500,3
586.73,1253.3,3
521.28,1613.7,3
500,1500,3
852.77,1314.2,3
660.22,1372.7,3
414.73,1636.2,3
500,1500,3
490,1190.8,3
495.97,2186.1,3
500,1500,3
500,1500,3
607.58,1400.7,3
456.28,1896.5,3
480.07,1850.4,3
500,1500,3
495.67,1327.6,3
542.39,1476.7,3
500,1500,3
513.84,1418.9,3
641.88,1314.5,3
442.26,1335,3
714.9,1298.3,3
678.25,1447.3,3
724.66,1288.1,3
675.52,1145,3
500,1500,3
500,1500,3
500,1500,3
817.71,1225.7,3
581.1,1322.1,3
655.46,1312.2,3
1240.8,2338.7,3
